,count,name
0,20334,Other
1,17140,Local partner-Other
2,15263,Local partner-New media
3,5258,National
4,2094,Other-National
5,542,New media
6,534,New media-National
7,478,Other-New media
8,12,National-Other
9,6,Regional
10,5,Other-Subnational
11,3,International
12,1,New media-Regional
